"x"
"ABCC4"
"ABRAXAS2"
"ACTN4"
"ACVR1"
"ADAM9"
"ADAMTS5"
"AMER2"
"ANK2"
"API5"
"BACH1"
"BAZ2B"
"BCL11A"
"BCL2L2"
"BCL9"
"BMT2"
"C1orf21"
"CACNA1C"
"CEBPA"
"CHD4"
"CIT"
"COL23A1"
"CSK"
"CSNK1G3"
"CTCF"
"CUL3"
"DAZL"
"DBNDD2"
"DCUN1D4"
"DDX3X"
"DDX3Y"
"DHX57"
"DIPK2A"
"DPP4"
"DSCAM"
"DTNA"
"E2F3"
"EHD1"
"EPHB1"
"ERC2"
"ETV3"
"EYA2"
"GABARAP"
"GALNT16"
"GDF6"
"GIT1"
"GYS1"
"HDAC4"
"HNRNPH3"
"HSPA13"
"IGFBP5"
"KATNBL1"
"KCND2"
"LOXL3"
"LRRC4"
"LRRC8E"
"MAP3K8"
"MDGA2"
"MEX3C"
"MGAT1"
"MMD"
"MOK"
"NAV3"
"NKIRAS2"
"NR3C1"
"NSD3"
"NUTF2"
"OGT"
"OSTM1"
"PDGFRA"
"PFN1"
"PHF20L1"
"PHYHIP"
"PITX2"
"PPP1CC"
"PRIMA1"
"R3HDM1"
"REEP1"
"RNF19A"
"RTKN2"
"SENP1"
"SIAH1"
"SLC25A13"
"SLC38A2"
"SLC41A2"
"SLF2"
"SLMAP"
"SNX2"
"SOX4"
"SRR"
"STAG1"
"STRADB"
"SYT6"
"TAF9B"
"TBX3"
"TP53INP2"
"TSHZ1"
"TSPAN2"
"TSSK2"
"TTYH2"
"UBASH3B"
"USP6"
"VEGFA"
"WNT1"
"YES1"
"ZBED4"
"ZBTB10"
"ZNF182"
"ZNF608"
"ZNF654"
"ABCG8"
"ACE"
"ADAMTSL3"
"ADGRF5"
"ADSS2"
"AGBL3"
"AGO1"
"AGO2"
"AGO4"
"ALCAM"
"ANAPC15"
"ANKRD40CL"
"ANKZF1"
"AQP6"
"ARHGEF17"
"ATL2"
"ATP2B2"
"ATRX"
"BTG1"
"BUB3"
"C1QL2"
"CALM1"
"CAMK2N1"
"CAMTA1"
"CAPRIN1"
"CCDC178"
"CCND1"
"CCNT2"
"CDH2"
"CDK14"
"CDK19"
"CELF1"
"CELF6"
"CEP350"
"CFAP298"
"CLK2"
"CLTC"
"CNOT4"
"CORIN"
"CREBRF"
"CREM"
"CRIM1"
"DCTN4"
"DEDD"
"DNAJB12"
"DNAJC13"
"DSC1"
"DUSP6"
"DYRK1B"
"EDEM3"
"EFR3A"
"ELAVL3"
"EMILIN2"
"EML4"
"ENPP1"
"ENPP4"
"EPHA4"
"ESRRG"
"EYA1"
"EYA4"
"FAM117A"
"FGF13"
"FIP1L1"
"FMR1"
"FN1"
"FNDC1"
"FNDC5"
"FOXK2"
"FOXN3"
"GAD2"
"GEMIN2"
"GFAP"
"GJA1"
"GLRA2"
"HAS2"
"HCN4"
"HLF"
"HLTF"
"HOXA13"
"IGF2BP1"
"IGF2BP3"
"ILRUN"
"KCNE1"
"KCNMA1"
"KHDRBS2"
"KLF9"
"KLHL18"
"KLHL24"
"LATS1"
"LMCD1"
"LPP"
"LRCH4"
"LUC7L3"
"MAP3K2"
"MAP4K4"
"MAPK1IP1L"
"MBD2"
"MBD6"
"METAP2"
"MIB1"
"MINK1"
"MRPL21"
"MSTN"
"MTAP"
"MYCBP"
"MYO19"
"NAA50"
"NACC1"
"NEUROD6"
"NHLH2"
"NLK"
"NR4A2"
"NRXN3"
"NTRK2"
"NXPH1"
"ONECUT2"
"PAX8"
"PCARE"
"PCDH10"
"PCDH17"
"PELI1"
"PHAF1"
"PHLPP1"
"PIK3R3"
"PMEPA1"
"POGK"
"POU4F2"
"PPARGC1A"
"PRELP"
"PRPF4B"
"PSMA1"
"PSMD10"
"QKI"
"RAB22A"
"RAB2A"
"RBM15B"
"RBM26"
"RECK"
"REV3L"
"RGL1"
"RHOJ"
"RHOT1"
"ROBO2"
"RPS6KB1"
"RPS6KL1"
"SATB2"
"SCN4B"
"SELENOP"
"SEMA3F"
"SEMA6D"
"SINHCAF"
"SLC22A17"
"SLC25A26"
"SLC6A6"
"SLITRK1"
"SMARCE1"
"SOCS2"
"SORCS3"
"SOST"
"SOX12"
"SPTBN4"
"SPTLC2"
"SRGAP3"
"SS18"
"ST18"
"SYT11"
"TAF5"
"TBXT"
"THOC5"
"TIAL1"
"TMEM196"
"TMEM243"
"TMEM248"
"TNRC6A"
"TNRC6B"
"TOB1"
"TRAPPC3"
"TRAPPC8"
"TRIM2"
"TRIM24"
"TSPOAP1"
"TXNL1"
"UBE2H"
"VANGL2"
"VAV3"
"VIRMA"
"VKORC1L1"
"VMP1"
"WNT16"
"YTHDF2"
"YY1"
"ZCCHC24"
"ZDHHC21"
"ZNF319"
"ZNF706"
"ACACA"
"ACADSB"
"ADCYAP1"
"ADIPOR2"
"ALS2"
"ALX1"
"AMMECR1"
"APOLD1"
"ATP6V1H"
"BCL6"
"BCLAF1"
"C8orf82"
"CACHD1"
"CBLIF"
"CD164"
"CDK2AP1"
"CELF2"
"CELSR2"
"CHODL"
"CLK1"
"CTDSP1"
"CTDSPL2"
"CUL1"
"CUX2"
"DCX"
"ELAVL4"
"ERRFI1"
"GRB10"
"H2AX"
"HES5"
"HOXB8"
"JADE3"
"JUN"
"KCNRG"
"KIF1C"
"KIF2A"
"KLHL14"
"KRR1"
"LARP1"
"LEPROTL1"
"LPGAT1"
"LPIN1"
"LRRC1"
"MAP2K1"
"MCU"
"MEF2C"
"MYB"
"MYCL"
"MYLK"
"NEXMIF"
"NFASC"
"NFIL3"
"NFIX"
"NPR3"
"NR2F2"
"NR4A3"
"PCDH19"
"PDK1"
"PHC1"
"PHF6"
"PIK3AP1"
"PLP1"
"PLXNB1"
"PNN"
"PPP1CB"
"PPP2R5E"
"PPP4R3A"
"PPP6R3"
"PRKCE"
"PURA"
"RABGEF1"
"RASL10B"
"RCN1"
"RDX"
"RET"
"RNF11"
"RPGRIP1L"
"RSBN1"
"SCN3A"
"SENP3"
"SEPHS1"
"SGPP1"
"SLC25A3"
"SLC35B3"
"SLITRK5"
"SMC1A"
"SNAP29"
"SOX11"
"SPOPL"
"SRSF2"
"SYNC"
"SYNJ1"
"SYT7"
"TAF5L"
"TAPT1"
"TNNI2"
"TOGARAM1"
"TOMM70"
"TRIM39"
"TSC22D3"
"UBAP1"
"UBE2Q1"
"UBE4B"
"USP12"
"VDAC2"
"WDFY3"
"WIPF2"
"ZBTB18"
"ZC3H7A"
"ZIC4"
"ZMYM5"
"ADAMTS9"
"ADCY6"
"ADPRM"
"AKAP1"
"ALPL"
"ANGPT1"
"ANKRD13A"
"ANXA11"
"AP1S1"
"AP1S3"
"AP2A2"
"AP3M1"
"APH1A"
"ARAP2"
"ARCN1"
"ARGLU1"
"ARHGAP29"
"ARL8B"
"ATF2"
"ATP2B1"
"AUP1"
"BAZ2A"
"BCL11B"
"BCL2"
"BCL9L"
"BRD4"
"BRPF3"
"CCDC120"
"CCPG1"
"CDC25B"
"CDC42"
"CELSR3"
"CHD5"
"CHN2"
"CHP1"
"CLIP1"
"CORO1C"
"COX5A"
"CPD"
"CPNE8"
"CREB5"
"CRKL"
"CTDNEP1"
"DAG1"
"DCAF5"
"DCUN1D3"
"DENND5A"
"DHH"
"DLG5"
"DMTF1"
"DNM2"
"DTX1"
"DVL3"
"DYRK1A"
"EDEM1"
"EEF1E1"
"EFNB3"
"ELF2"
"ELL2"
