"x"
"Abcc4"
"Abraxas2"
"Actn4"
"Acvr1"
"Adam9"
"Adamts5"
"Amer2"
"Ank2"
"Api5"
"Bach1"
"Baz2b"
"Bcl11a"
"Bcl2l2"
"Bcl9"
"Bmt2"
"1700025G04Rik"
"Cacna1c"
"Cebpa"
"Chd4"
"Cit"
"Col23a1"
"Csk"
"Csnk1g3"
"Ctcf"
"Cul3"
"Dazl"
"Dbndd2"
"Dcun1d4"
"Ddx3x"
"Ddx3y"
"Dhx57"
"Dipk2a"
"Dpp4"
"Dscam"
"Dtna"
"E2f3"
"Ehd1"
"Ephb1"
"Erc2"
"Etv3"
"Eya2"
"Atosa"
"Gabarap"
"Galnt16"
"Gdf6"
"Git1"
"Gys1"
"Hdac4"
"Hnrnph3"
"Hspa13"
"Igfbp5"
"Katnbl1"
"Kcnd2"
"Loxl3"
"Lrrc4"
"Lrrc8e"
"Map3k8"
"Mdga2"
"Mex3c"
"Mgat1"
"Mmd"
"Mok"
"Nav3"
"Nkiras2"
"Nr3c1"
"Nsd3"
"Nutf2"
"Ogt"
"Ostm1"
"Pdgfra"
"Pfn1"
"Phf20l1"
"Phyhip"
"Pitx2"
"Ppp1cc"
"Prima1"
"R3hdm1"
"Reep1"
"Rnf19a"
"Rtkn2"
"Senp1"
"Siah1a"
"Slc25a13"
"Slc38a2"
"Slc41a2"
"Slf2"
"Slmap"
"Snx2"
"Sox4"
"Srr"
"Stag1"
"Stradb"
"Syt6"
"Taf9b"
"Tbx3"
"Trp53inp2"
"Tshz1"
"Tspan2"
"Tssk2"
"Ttyh2"
"Ubash3b"
"Usp32"
"Vegfa"
"Wnt1"
"Yes1"
"Zbed4"
"Zbtb10"
"Zfp182"
"Zfp608"
"Zfp654"
"Abcg8"
"Ace"
"Adamtsl3"
"Adgrf5"
"Adss"
"Agbl3"
"Ago1"
"Ago2"
"Ago4"
"Alcam"
"Anapc15"
"Ankrd40cl"
"Ankzf1"
"Aqp6"
"Arhgef17"
"Atl2"
"Atp2b2"
"Atrx"
"Btg1"
"Bub3"
"C1ql2"
"Calm1"
"Camk2n1"
"Camta1"
"Caprin1"
"Ccdc178"
"Ccnd1"
"Ccnt2"
"Cdh2"
"Cdk14"
"Cdk19"
"Celf1"
"Celf6"
"Cep350"
"Cfap298"
"Clk2"
"Cltc"
"Cnot4"
"Corin"
"Crebrf"
"Crem"
"Crim1"
"Dctn4"
"Dedd"
"Dnajb12"
"Dnajc13"
"Dsc1"
"Dusp6"
"Dyrk1b"
"Edem3"
"Efr3a"
"Elavl3"
"Emilin2"
"Eml4"
"Enpp1"
"Enpp4"
"Epha4"
"Esrrg"
"Eya1"
"Eya4"
"Fam117a"
"Fgf13"
"Fip1l1"
"Fmr1"
"Fn1"
"Fndc1"
"Fndc5"
"Foxk2"
"Foxn3"
"Gad2"
"Gemin2"
"Gfap"
"Gja1"
"Glra2"
"Has2"
"Hcn4"
"Hlf"
"Hltf"
"Hoxa13"
"Igf2bp1"
"Igf2bp3"
"Ilrun"
"Kcne1"
"Kcnma1"
"Khdrbs2"
"Klf9"
"Klhl18"
"Klhl24"
"Lats1"
"Lmcd1"
"Lpp"
"Lrch4"
"Luc7l3"
"Map3k2"
"Map4k4"
"Mapk1ip1l"
"Mbd2"
"Mbd6"
"Metap2"
"Mib1"
"Mink1"
"Mrpl21"
"Mstn"
"Mtap"
"Mycbp"
"Myo19"
"Naa50"
"Nacc1"
"Neurod6"
"Nhlh2"
"Nlk"
"Nr4a2"
"Nrxn3"
"Ntrk2"
"Nxph1"
"Onecut2"
"Pax8"
"Pcare"
"Pcdh10"
"Pcdh17"
"Peli1"
"Phaf1"
"Phlpp1"
"Pik3r3"
"Pmepa1"
"Pogk"
"Pou4f2"
"Ppargc1a"
"Prelp"
"Prpf4b"
"Psma1"
"Psmd10"
"Qki"
"Rab22a"
"Rab2a"
"Rbm15b"
"Rbm26"
"Reck"
"Rev3l"
"Rgl1"
"Rhoj"
"Rhot1"
"Robo2"
"Rps6kb1"
"Rps6kl1"
"Satb2"
"Scn4b"
"Selenop"
"Sema3f"
"Sema6d"
"Sinhcaf"
"Slc22a17"
"Slc25a26"
"Slc6a6"
"Slitrk1"
"Smarce1"
"Socs2"
"Sorcs3"
"Sost"
"Sox12"
"Sptbn4"
"Sptlc2"
"Srgap3"
"Ss18"
"St18"
"Syt11"
"Taf5"
"T"
"Thoc5"
"Tial1"
"Tmem196"
"Tmem243"
"Tmem248"
"Tnrc6a"
"Tnrc6b"
"Tob1"
"Trappc3"
"Trappc8"
"Trim2"
"Trim24"
"Tspoap1"
"Txnl1"
"Ube2h"
"Vangl2"
"Vav3"
"Virma"
"Vkorc1l1"
"Vmp1"
"Wnt16"
"Ythdf2"
"Yy1"
"Zadh2"
"Zcchc24"
"Zdhhc21"
"Zfp319"
"Zfp706"
"Acaca"
"Acadsb"
"Adcyap1"
"Adipor2"
"Als2"
"Alx1"
"Ammecr1"
"Apold1"
"Atp6v1h"
"Bcl6"
"Bclaf1"
"C030006K11Rik"
"Cachd1"
"Cblif"
"Cd164"
"Cdk2ap1"
"Celf2"
"Celsr2"
"Chodl"
"Clk1"
"Ctdsp1"
"Ctdspl2"
"Cul1"
"Cux2"
"Dcx"
"Elavl4"
"Errfi1"
"Grb10"
"H2ax"
"Hes5"
"Hoxb8"
"Jade3"
"Jun"
"Kcnrg"
"Kif1c"
"Kif2a"
"Klhl14"
"Krr1"
"Larp1"
"Leprotl1"
"Lpgat1"
"Lpin1"
"Lrrc1"
"Map2k1"
"Mcu"
"Mef2c"
"Myb"
"Mycl"
"Mylk"
"Nexmif"
"Nfasc"
"Nfil3"
"Nfix"
"Npr3"
"Nr2f2"
"Nr4a3"
"Pcdh19"
"Pdk1"
"Phc1"
"Phf6"
"Pik3ap1"
"Plp1"
"Plxnb1"
"Pnn"
"Ppp1cb"
"Ppp2r5e"
"Ppp4r3a"
"Ppp6r3"
"Prkce"
"Pura"
"Rabgef1"
"Rasl10b"
"Rcn1"
"Rdx"
"Ret"
"Rnf11"
"Rpgrip1l"
"Rsbn1"
"Scn3a"
"Senp3"
"Sephs1"
"Sgpp1"
"Slc25a3"
"Slc35b3"
"Slitrk5"
"Smc1a"
"Snap29"
"Sox11"
"Spopl"
"Srsf2"
"Sync"
"Synj1"
"Syt7"
"Taf5l"
"Tapt1"
"Tnni2"
"Togaram1"
"Tomm70a"
"Trim39"
"Tsc22d3"
"Ubap1"
"Ube2q1"
"Ube4b"
"Usp12"
"Vdac2"
"Wdfy3"
"Wipf2"
"Zbtb18"
"Zc3h7a"
"Zic4"
"Zmym5"
"Adamts9"
"Adcy6"
"Adprm"
"Akap1"
"Alpl"
"Angpt1"
"Ankrd13a"
"Anxa11"
"Ap1s1"
"Ap1s3"
"Ap2a2"
"Ap3m1"
"Aph1a"
"Arap2"
"Arcn1"
"Arglu1"
"Arhgap29"
"Arl8b"
"Atf2"
"Atp2b1"
"Aup1"
"Baz2a"
"Bcl11b"
"Bcl2"
"Bcl9l"
"Brd4"
"Brpf3"
"1810013L24Rik"
"Ccdc120"
"Ccpg1"
"Cdc25b"
"Cdc42"
"Celsr3"
"Chd5"
"Chn2"
"Chp1"
"Clip1"
"Coro1c"
"Cox5a"
"Cpd"
"Cpne8"
"Creb5"
"Crkl"
"Ctdnep1"
"Dag1"
"Dcaf5"
"Dcun1d3"
"Dennd5a"
"Dhh"
"Dlg5"
"Dmtf1"
"Dnm2"
